date,temperature,pressure,humidity,wind_dir,wind_speed,coluds_hight,rain,snow,fog,hail,drizzle,precipitation,ice_pellets,other
25.03.2021 20:00,8.0,751.3,79,0,0.0,10,0,0,0,0,0,0,0,0
25.03.2021 21:00,7.8,750.5,83,0,0.0,10,0,0,0,0,0,0,0,0
25.03.2021 22:00,8.0,750.4,80,0,0.0,10,0,0,0,0,0,0,0,0
25.03.2021 23:00,7.5,750.0,83,0,0.0,8,0,0,0,0,0,0,0,0
26.03.2021 00:00,3.3,748.8,78,3,3.0,10,0,0,0,0,0,0,0,0
26.03.2021 01:00,7.1,749.0,85,1,7.0,9,0,0,0,0,0,0,0,0
26.03.2021 02:00,7.3,748.5,85,1,7.0,8,0,0,0,0,0,0,0,0
26.03.2021 03:00,7.4,747.7,83,1,7.0,9,0,0,0,0,0,0,0,0
26.03.2021 04:00,6.7,746.9,88,1,7.0,8,0,0,0,0,0,0,0,0
26.03.2021 05:00,6.8,745.9,87,1,8.0,8,0,0,0,0,0,0,0,0
26.03.2021 06:00,6.9,745.1,84,1,8.0,9,0,0,0,0,0,0,0,0
26.03.2021 07:00,7.0,744.3,81,1,10.0,10,0,0,0,0,0,0,0,0
26.03.2021 08:00,7.1,744.0,85,1,11.0,8,0,0,0,0,0,0,0,0
26.03.2021 09:00,7.5,743.6,85,1,10.0,8,0,0,0,0,1,0,0,0
26.03.2021 10:00,7.0,743.5,87,1,10.0,8,0,0,0,0,0,0,0,0
26.03.2021 11:00,5.9,744.3,82,10,5.0,7,0,0,0,0,0,0,0,0
26.03.2021 12:00,5.5,744.9,82,8,8.0,6,0,0,0,0,0,0,0,0
26.03.2021 13:00,8.1,745.3,60,2,6.0,9,0,0,0,0,0,0,0,0
26.03.2021 14:00,8.5,745.6,48,10,7.0,9,0,0,0,0,0,0,0,0
26.03.2021 15:00,6.3,746.5,58,8,7.0,7,0,0,0,0,0,0,0,0
26.03.2021 16:00,6.8,746.6,56,8,9.0,9,0,0,0,0,0,0,0,0
26.03.2021 17:00,6.2,746.7,58,8,8.0,10,0,0,0,0,0,0,0,0
26.03.2021 18:00,5.6,747.1,60,8,6.0,10,0,0,0,0,0,0,0,0
26.03.2021 19:00,4.5,747.8,62,8,4.0,10,0,0,0,0,0,0,0,0
26.03.2021 20:00,3.7,748.3,65,3,5.0,10,0,0,0,0,0,0,0,0
26.03.2021 21:00,3.4,748.5,68,3,5.0,10,0,0,0,0,0,0,0,0
26.03.2021 22:00,3.5,748.8,72,3,6.0,10,0,0,0,0,0,0,0,0
26.03.2021 23:00,2.9,748.6,77,1,4.0,10,0,0,0,0,0,0,0,0
27.03.2021 00:00,6.7,751.3,87,1,14.0,8,0,0,0,0,0,0,0,0
27.03.2021 01:00,2.6,748.9,79,6,2.0,10,0,0,0,0,0,0,0,0
27.03.2021 02:00,1.3,749.8,84,11,1.0,10,0,0,0,0,0,0,0,0
27.03.2021 03:00,1.9,750.2,83,2,3.0,10,0,0,0,0,0,0,0,0
27.03.2021 04:00,2.4,750.9,77,7,3.0,10,0,0,0,0,0,0,0,0
27.03.2021 05:00,2.6,751.6,70,2,7.0,10,0,0,0,0,0,0,0,0
27.03.2021 06:00,2.4,752.7,71,10,1.0,10,0,0,0,0,0,0,0,0
27.03.2021 07:00,3.2,753.7,69,2,4.0,10,0,0,0,0,0,0,0,0
27.03.2021 08:00,4.3,754.5,64,10,4.0,10,0,0,0,0,0,0,0,0
27.03.2021 09:00,6.2,755.4,58,2,5.0,10,0,0,0,0,0,0,0,0
27.03.2021 10:00,7.6,756.3,52,2,6.0,9,0,0,0,0,0,0,0,0
27.03.2021 11:00,8.2,757.0,52,7,6.0,9,0,0,0,0,0,0,0,0
27.03.2021 12:00,8.9,757.4,48,4,5.0,9,0,0,0,0,0,0,0,0
27.03.2021 13:00,8.5,757.6,46,7,2.0,9,0,0,0,0,0,0,0,0
27.03.2021 14:00,8.8,757.6,40,8,5.0,7,0,0,0,0,0,0,0,0
27.03.2021 15:00,9.0,757.6,40,10,5.0,7,0,0,0,0,0,0,0,0
27.03.2021 16:00,7.6,757.7,48,3,7.0,7,0,0,0,0,0,0,0,0
27.03.2021 17:00,6.8,757.4,60,1,8.0,7,0,0,0,0,0,0,0,0
27.03.2021 18:00,6.3,756.9,64,1,6.0,3,0,0,0,0,0,0,0,0
27.03.2021 19:00,6.2,756.4,63,1,5.0,9,0,0,0,0,0,0,0,0
27.03.2021 20:00,6.2,755.5,70,1,9.0,9,0,0,0,0,0,0,0,0
27.03.2021 21:00,6.6,754.1,77,1,11.0,6,0,0,0,0,0,0,0,0
27.03.2021 22:00,6.4,753.4,85,1,10.0,8,0,0,0,0,0,0,0,0
27.03.2021 23:00,6.4,752.5,85,1,11.0,8,0,0,0,0,0,0,0,0
28.03.2021 00:00,12.1,749.7,79,3,8.0,9,0,0,0,0,0,0,0,0
28.03.2021 01:00,6.7,751.0,89,1,12.0,8,0,0,0,0,0,0,0,0
28.03.2021 02:00,6.8,749.9,91,1,6.0,5,0,0,0,0,0,0,0,0
28.03.2021 04:00,7.1,748.5,91,1,10.0,8,1,0,0,0,0,0,0,1
28.03.2021 05:00,9.1,748.6,81,3,7.0,8,0,0,0,0,0,0,0,0
28.03.2021 06:00,8.4,748.6,86,3,7.0,6,0,0,0,0,0,0,0,0
28.03.2021 07:00,8.1,749.3,75,8,5.0,10,0,0,0,0,0,0,0,0
28.03.2021 08:00,8.3,750.4,62,10,7.0,7,0,0,0,0,0,0,0,0
28.03.2021 09:00,8.0,751.5,55,0,0.0,10,0,0,0,0,0,0,0,0
28.03.2021 10:00,7.9,752.3,56,2,6.0,10,0,0,0,0,0,0,0,0
28.03.2021 11:00,9.0,752.9,51,10,7.0,10,0,0,0,0,0,0,0,0
